Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude
SE13 5WJ,No,51.45924,-0.013354,538116,175234,TQ381752,12/1/1999 12:00:00 AM,6/1/2008 12:00:00 AM,12
SE13 5WL,No,51.45924,-0.013354,538116,175234,TQ381752,12/1/1999 12:00:00 AM,6/1/2008 12:00:00 AM,12
SE13 5WN,No,51.45924,-0.013354,538116,175234,TQ381752,4/1/2008 12:00:00 AM,4/1/2009 12:00:00 AM,12
SE13 5WP,No,51.45924,-0.013354,538116,175234,TQ381752,3/1/2004 12:00:00 AM,5/1/2006 12:00:00 AM,12
SE13 5WQ,No,51.45924,-0.013354,538116,175234,TQ381752,1/1/2004 12:00:00 AM,8/1/2005 12:00:00 AM,12
SE13 5WR,No,51.45924,-0.013354,538116,175234,TQ381752,6/1/2000 12:00:00 AM,2/1/2011 12:00:00 AM,12
SE13 5WS,No,51.45924,-0.013354,538116,175234,TQ381752,1/1/2005 12:00:00 AM,2/1/2011 12:00:00 AM,12
SE13 5WT,No,51.45924,-0.013354,538116,175234,TQ381752,12/1/1998 12:00:00 AM,6/1/2008 12:00:00 AM,12
SE13 5WU,No,51.45924,-0.013354,538116,175234,TQ381752,6/1/1998 12:00:00 AM,3/1/2006 12:00:00 AM,12
SE13 5WW,No,51.45924,-0.013354,538116,175234,TQ381752,12/1/1999 12:00:00 AM,1/1/2004 12:00:00 AM,12
SE13 5WX,No,51.45924,-0.013354,538116,175234,TQ381752,6/1/2002 12:00:00 AM,6/1/2008 12:00:00 AM,12
SE13 5WY,No,51.45924,-0.013354,538116,175234,TQ381752,7/1/2006 12:00:00 AM,9/1/2007 12:00:00 AM,12
SE13 5WZ,No,51.45924,-0.013354,538116,175234,TQ381752,12/1/1996 12:00:00 AM,3/1/2006 12:00:00 AM,12
SE13 5XA,No,51.45924,-0.013354,538116,175234,TQ381752,2/1/2003 12:00:00 AM,2/1/2004 12:00:00 AM,12
SE13 5XB,No,51.45924,-0.013354,538116,175234,TQ381752,9/1/2004 12:00:00 AM,10/1/2011 12:00:00 AM,12
SE13 5XD,No,51.45924,-0.013354,538116,175234,TQ381752,7/1/1995 12:00:00 AM,3/1/2006 12:00:00 AM,12
SE13 5XE,No,51.45924,-0.013354,538116,175234,TQ381752,9/1/2002 12:00:00 AM,7/1/2005 12:00:00 AM,12
SE13 5XF,No,51.45924,-0.013354,538116,175234,TQ381752,7/1/1995 12:00:00 AM,6/1/2008 12:00:00 AM,12
SE13 5XG,No,51.45924,-0.013354,538116,175234,TQ381752,12/1/2001 12:00:00 AM,2/1/2003 12:00:00 AM,12
SE13 5XH,No,51.45924,-0.013354,538116,175234,TQ381752,4/1/2003 12:00:00 AM,7/1/2005 12:00:00 AM,12
SE13 5XJ,No,51.45924,-0.013354,538116,175234,TQ381752,6/1/2000 12:00:00 AM,5/1/2003 12:00:00 AM,12
SE13 5XL,No,51.45924,-0.013354,538116,175234,TQ381752,6/1/2000 12:00:00 AM,6/1/2008 12:00:00 AM,12
SE13 5XN,No,51.45924,-0.013354,538116,175234,TQ381752,12/1/2000 12:00:00 AM,9/1/2001 12:00:00 AM,12
SE13 5XP,No,51.45924,-0.013354,538116,175234,TQ381752,6/1/2001 12:00:00 AM,7/1/2002 12:00:00 AM,12
SE13 5XQ,No,51.45924,-0.013354,538116,175234,TQ381752,2/1/2004 12:00:00 AM,4/1/2006 12:00:00 AM,12
SE13 5XR,No,51.45924,-0.013354,538116,175234,TQ381752,6/1/2001 12:00:00 AM,5/1/2002 12:00:00 AM,12
SE13 5XS,No,51.45924,-0.013354,538116,175234,TQ381752,10/1/2002 12:00:00 AM,2/1/2006 12:00:00 AM,12
SE13 5XT,No,51.45924,-0.013354,538116,175234,TQ381752,2/1/2003 12:00:00 AM,4/1/2006 12:00:00 AM,12
SE13 5XU,No,51.45924,-0.013354,538116,175234,TQ381752,4/1/2003 12:00:00 AM,6/1/2008 12:00:00 AM,12
SE13 5XW,No,51.45924,-0.013354,538116,175234,TQ381752,12/1/2000 12:00:00 AM,5/1/2002 12:00:00 AM,12
SE13 5XX,No,51.45924,-0.013354,538116,175234,TQ381752,1/1/2005 12:00:00 AM,4/1/2006 12:00:00 AM,12
SE13 5XY,No,51.45924,-0.013354,538116,175234,TQ381752,2/1/2003 12:00:00 AM,4/1/2006 12:00:00 AM,12
SE13 5XZ,No,51.45924,-0.013354,538116,175234,TQ381752,9/1/2002 12:00:00 AM,5/1/2006 12:00:00 AM,12
SE13 5YA,No,51.45924,-0.013354,538116,175234,TQ381752,5/1/2002 12:00:00 AM,9/1/2003 12:00:00 AM,12
SE13 5YB,No,51.45924,-0.013354,538116,175234,TQ381752,6/1/2002 12:00:00 AM,6/1/2008 12:00:00 AM,12
SE13 5YD,No,51.45924,-0.013354,538116,175234,TQ381752,7/1/2004 12:00:00 AM,1/1/2006 12:00:00 AM,12
SE13 5YE,No,51.45924,-0.013354,538116,175234,TQ381752,3/1/2004 12:00:00 AM,7/1/2005 12:00:00 AM,12
SE13 5YF,No,51.45924,-0.013354,538116,175234,TQ381752,7/1/2005 12:00:00 AM,7/1/2006 12:00:00 AM,12
SE13 5YG,No,51.45924,-0.013354,538116,175234,TQ381752,7/1/2010 12:00:00 AM,1/1/2014 12:00:00 AM,12
SE13 5YH,No,51.45924,-0.013354,538116,175234,TQ381752,7/1/2003 12:00:00 AM,6/1/2008 12:00:00 AM,12
SE13 5YJ,No,51.45924,-0.013354,538116,175234,TQ381752,2/1/2006 12:00:00 AM,2/1/2009 12:00:00 AM,12
SE13 5YL,No,51.45924,-0.013354,538116,175234,TQ381752,1/1/2004 12:00:00 AM,2/1/2012 12:00:00 AM,12
SE13 5YN,No,51.45924,-0.013354,538116,175234,TQ381752,10/1/2005 12:00:00 AM,11/1/2007 12:00:00 AM,12
SE13 5YP,No,51.45924,-0.013354,538116,175234,TQ381752,6/1/2003 12:00:00 AM,6/1/2008 12:00:00 AM,12
SE13 5YQ,No,51.45924,-0.013354,538116,175234,TQ381752,12/1/2001 12:00:00 AM,7/1/2005 12:00:00 AM,12
SE13 5YR,No,51.45924,-0.013354,538116,175234,TQ381752,12/1/2001 12:00:00 AM,6/1/2008 12:00:00 AM,12
SE13 5YS,No,51.45924,-0.013354,538116,175234,TQ381752,4/1/2005 12:00:00 AM,3/1/2006 12:00:00 AM,12
SE13 5YT,No,51.45924,-0.013354,538116,175234,TQ381752,8/1/2002 12:00:00 AM,4/1/2009 12:00:00 AM,12
SE13 5YU,No,51.45924,-0.013354,538116,175234,TQ381752,2/1/2005 12:00:00 AM,4/1/2006 12:00:00 AM,12
